Sr No,Image File,Caption
23109,33164,img/insta33164,what a cute puy
23110,33165,img/insta33165,elite navi
23111,33166,img/insta33166,get rid of hindrances ask jah to show you whatwho they are
23112,33167,img/insta33167,so much dick riding that my cock hurt
23113,33169,img/insta33169,my new fav tee
23114,33170,img/insta33170,rid yourself of clutter
23115,33171,img/insta33171,lastnight was
23116,33172,img/insta33172,bye japan
23117,33173,img/insta33173,suck my cockine
23118,33174,img/insta33174,my bitch thick az phuck
23119,33176,img/insta33176,club jewelry
23120,33177,img/insta33177,complete your work
23121,33178,img/insta33178,youre jealous
23122,33180,img/insta33180,my fans u
23123,33181,img/insta33181,thats what friends are for
23124,33182,img/insta33182,appreciate correction this could be difficult
23125,33183,img/insta33183,dont be lazy
23126,33184,img/insta33184,but why was i never mind
23127,33185,img/insta33185,thank you
23128,33186,img/insta33186,yup thats suede
23129,33187,img/insta33187,pretty please
23130,33188,img/insta33188,yall need this dont front httptcoatlivym
23131,33190,img/insta33190,develop self control
23132,33191,img/insta33191,this was from yesterday still wanted to share tho
23133,33192,img/insta33192,im shittin bricks right now 9months later bro
23134,33193,img/insta33193,part 2
23135,33194,img/insta33194,this made my life today beautiful
23136,33195,img/insta33195,example of the strange things technology has done to us
23137,33196,img/insta33196,this pic could single handedly destroy the self esteem of an entire nation
23138,33197,img/insta33197,the new way to talk us out the panties
23139,33198,img/insta33198,are you my frat jhat fo eva jhat
23140,33199,img/insta33199,she a puy ho until she give me puy ho
23141,33200,img/insta33200,happy birthday jaht
23142,33203,img/insta33203,youre jealous
23143,33204,img/insta33204,my badnasty bff
23144,33205,img/insta33205,us being us
23145,33206,img/insta33206,me being me
23146,33207,img/insta33207,granz was jonesing
23147,33208,img/insta33208,thats twerk team mama
23148,33209,img/insta33209,mom can we goooo now mom continues twerkin in the corner
23149,33210,img/insta33210,these chicks be jealous
23150,33212,img/insta33212,and as wendy williams would say 
23151,33213,img/insta33213,action on de road yesterday
23152,33214,img/insta33214,look who popped up in my hometown barbados
23153,33215,img/insta33215,part 2
23154,33217,img/insta33217,part 2
23155,33220,img/insta33220,my best friend rocz
23156,33221,img/insta33221,cuz i feel like
23157,33222,img/insta33222,shine bright like a diamond
23158,33224,img/insta33224,so pretty
23159,33225,img/insta33225,my lil g
23160,33226,img/insta33226,my adopted daughter
23161,33227,img/insta33227,life is but a beach chair
23162,33228,img/insta33228,happy birthday to designerfashion illustrator my boo
23163,33229,img/insta33229,i see no lies in this caption
23164,33231,img/insta33231,check my photos same time i got that call
23165,33232,img/insta33232,i dont know what the phuck this is but i see titties
23166,33234,img/insta33234,you are so legit baby thank you
23167,33236,img/insta33236,life is but a beach chair
23168,33237,img/insta33237,good morning baby
23169,33238,img/insta33238,shit is real in da treet
23170,33239,img/insta33239,when your purse has a reservation then i could take you seriously
23171,33240,img/insta33240,hi baby
23172,33241,img/insta33241,for my boo
23173,33242,img/insta33242,last year same damn time
23174,33243,img/insta33243,im your biggest fan ill follow you until you love me
23175,33245,img/insta33245,oh youre upset i get it
23176,33246,img/insta33246,henny with no enemies turns me on
23177,33247,img/insta33247,money so handsome
23178,33249,img/insta33249,nigga i promise you that shit was not laced
23179,33251,img/insta33251,vaca here we come
23180,33252,img/insta33252,i want you to
23181,33254,img/insta33254,new nails 
23182,33255,img/insta33255,time heals all and heels hurt to wait in
23183,33257,img/insta33257,my 2nd baby tbh
23184,33258,img/insta33258,i had to sorry granny
23185,33259,img/insta33259,ima try to be a big girl now
23186,33260,img/insta33260,let me love you baby
23187,33261,img/insta33261,while i was working
23188,33262,img/insta33262,im still bugging about how awesome the uk waz 2nt
23189,33263,img/insta33263,go to sleep robyn
23190,33264,img/insta33264,talk that talk
23191,33265,img/insta33265,my daughter tbh
23192,33266,img/insta33266,like diamonds in the sky
23193,33267,img/insta33267,rest in peace
23194,33268,img/insta33268,my bitch esther dean reppin armani by rihanna
23195,33269,img/insta33269,some people dont get it
23196,33270,img/insta33270,coming home to squeeze ya mama
23197,33272,img/insta33272,the best
23198,33273,img/insta33273,taught me
23199,33274,img/insta33274,her smile
23200,33275,img/insta33275,free my nigga
23201,33276,img/insta33276,m aka aka mfphotography
23202,33277,img/insta33277,my brand new tweezers
23203,33278,img/insta33278,all i got is this moneythatll do
23204,33280,img/insta33280,upside down creez
23205,33281,img/insta33281,this is you alllll day
23206,33282,img/insta33282,and i aint talkin shit just cuz im
23207,33283,img/insta33283,rastafarih thank you
23208,33285,img/insta33285,fire in the telly
23209,33286,img/insta33286,roamin da streets since 6am fyah in da telly
23210,33287,img/insta33287,me and the beebs yesterday shoutout to my photographer
23211,33288,img/insta33288,look at the king so proud
23212,33289,img/insta33289,i heart you 2 snoopy
23213,33290,img/insta33290,its ya dick game
23214,33291,img/insta33291,my new tee
23215,33292,img/insta33292,guess what she doin back thurr
23216,33293,img/insta33293,tell em puy
23217,33294,img/insta33294,whos watching go to instagram page and like this pic
23218,33295,img/insta33295,where have you been
23219,33297,img/insta33297,throwing up the roc
23220,33298,img/insta33298,all o cunthole this
23221,33299,img/insta33299,my dick and my forehead one love
23222,33300,img/insta33300,you know it
23223,33301,img/insta33301,the clouds are pink
23224,33302,img/insta33302,yooooo where are you girl find me back you still my fave
23225,33303,img/insta33303,truk your girl
23226,33304,img/insta33304,my heart smiled and cried all at once
23227,33305,img/insta33305,she still has the most beautiful hands
23228,33306,img/insta33306,sleepy face daddy i wish you were here
23229,33307,img/insta33307,big papa
23230,33308,img/insta33308,for my brothers with daughtersnot saying that our sons are less important
23231,33309,img/insta33309,falcon a light that shines in the darkness never close their eyes during sleep
23232,33310,img/insta33310,falcon shit
23233,33311,img/insta33311,what boredom looks like
23234,33312,img/insta33312,quit talkin bout shit and suck a nigga dick for some trukfit
23235,33313,img/insta33313,pretty bitches are so annoying
23236,33315,img/insta33315,real ish
23237,33316,img/insta33316,anything you say can be used against u
23238,33317,img/insta33317,my bff aka m
23239,33318,img/insta33318,quit hoggin the blunt bitch
23240,33320,img/insta33320,thank you ur sick
23241,33321,img/insta33321,this aint me
23242,33322,img/insta33322,too easy i own these pussies
23243,33323,img/insta33323,shes quite the multitasker
23244,33324,img/insta33324,shit cray
23245,33325,img/insta33325,elevator o wisdom
23246,33326,img/insta33326,came to ny just for this moment right here
23247,33327,img/insta33327,i miss barbados
23248,33328,img/insta33328,i heart shit like this
23249,33329,img/insta33329,happy birthday card from the crew of somethings got to give
23250,33330,img/insta33330,zombie you r the best
23251,33331,img/insta33331,gotcha grandma on my dick
23252,33332,img/insta33332,no pain is foreva
23253,33333,img/insta33333,aint like me dat bitch too phony
23254,33334,img/insta33334,my new cooking gadget
23255,33337,img/insta33337,chiefin like a marley
23256,33339,img/insta33339,bitch got minx
23257,33341,img/insta33341,fuckin up backstage at idol finale dressed me
23258,33342,img/insta33342,buffalo soldier
23259,33343,img/insta33343,my other other benz
23260,33344,img/insta33344,thanks to my nail bitch this heaux is major as phuck
23261,33345,img/insta33345,all black errthang
23262,33346,img/insta33346,wake bake shake dem dreads
23263,33347,img/insta33347,mothafuck window shopping boy i gotta have it
23264,33348,img/insta33348,who run da world
23265,33349,img/insta33349,what she order bye london
23266,33351,img/insta33351,thee didier drogba
23267,33352,img/insta33352,guess who
23268,33353,img/insta33353,first niggas gotta find me
23269,33354,img/insta33354,epic shit wtt
23270,33355,img/insta33355,bad girls do it well
23271,33356,img/insta33356,guess who
23272,33357,img/insta33357,why she suckin on my soul mate
23273,33358,img/insta33358,where are the fucks she supposed to give
23274,33359,img/insta33359,did this make you as happy as it made me this bitch
23275,33360,img/insta33360,who are you
23276,33363,img/insta33363,the original amber rose
23277,33364,img/insta33364,yassss for being on the menu
23278,33365,img/insta33365,and some of my favz
23279,33366,img/insta33366,the queen ate here
23280,33367,img/insta33367,in da hood at my fav spot
23281,33368,img/insta33368,i died a thousand times
23282,33369,img/insta33369,knows haa thanks bitch
23283,33371,img/insta33371,i spy sumn beginning with my fav
23284,33372,img/insta33372,in da trap
23285,33373,img/insta33373,elevator of wisdom
23286,33374,img/insta33374,my surrogate child is in there
23287,33375,img/insta33375,nothing feels better than coming home to you
23288,33376,img/insta33376,which one
23289,33377,img/insta33377,who else cudda make all dis lol
23290,33378,img/insta33378,olivers side bitch
23291,33379,img/insta33379,i had mothers day too
23292,33380,img/insta33380,real nigga wussup
23293,33381,img/insta33381,my nigga
23294,33382,img/insta33382,did i just spot an ugg in the club its 80 degrees
23295,33383,img/insta33383,ratchet ass ho shit dont front
23296,33384,img/insta33384,look at this one
23297,33386,img/insta33386,big poppa
23298,33387,img/insta33387,big poppa today
23299,33389,img/insta33389,elevator ride
23300,33391,img/insta33391,my boo
23301,33392,img/insta33392,dont you squirm at me
23302,33393,img/insta33393,hes so big and fly as phuck my lil broski
23303,33395,img/insta33395,guess who
23304,33396,img/insta33396,me n my hubby christian l at met ball after party
23305,33397,img/insta33397,big poppa n bro comin to see my movie
23306,33398,img/insta33398,i missed the way you smile at me every time
23307,33399,img/insta33399,420 n da sky
23308,33400,img/insta33400,my ride home ny days la nights
23309,33401,img/insta33401,we gonna have babies
23310,33402,img/insta33402,met shit
23311,33403,img/insta33403,oops i mean lala
23312,33404,img/insta33404,how beautiful is
23313,33408,img/insta33408,my daddy would be proud
23314,33409,img/insta33409,my nigga im fadedand i dont give a phuck
23315,33410,img/insta33410,its east side we in diz bitch
23316,33411,img/insta33411,good night
23317,33412,img/insta33412,aloha bye hawaii
23318,33413,img/insta33413,just realized how dumb you look takin self pix on iphone thanx to
23319,33414,img/insta33414,me and jackie the badass weapons officer at press
23320,33416,img/insta33416,she is my lil g4l
23321,33417,img/insta33417,corey lookin sexy with the tip
23322,33418,img/insta33418,me high jackin the papz
23323,33419,img/insta33419,shit iz real in da treet
23324,33420,img/insta33420,just got laid
23325,33421,img/insta33421,performance look
23326,33422,img/insta33422,mumz surprised me for
23327,33423,img/insta33423,papz outside the car in traffic
23328,33424,img/insta33424,i wanted to be ssssick
23329,33425,img/insta33425,they been stalking my twitter i think
23330,33426,img/insta33426,ny its onnnnnnn
23331,33427,img/insta33427,night night laits been real
23332,33428,img/insta33428,do i reaalllyy have to pack right now
23333,33429,img/insta33429,what iz life
23334,33430,img/insta33430,where have you been
23335,33431,img/insta33431,4twamp 23zing wit my 12z
